Grupos ECOICOP;Tipo de dato;Periodo;Total
01 Alimentos y bebidas no alcohólicas;Índice;2010M02;83,655
01 Alimentos y bebidas no alcohólicas;Índice;2010M01;84,305
01 Alimentos y bebidas no alcohólicas;Índice;2009M12;84,351
01 Alimentos y bebidas no alcohólicas;Índice;2009M11;84,184
01 Alimentos y bebidas no alcohólicas;Índice;2009M10;84,15
01 Alimentos y bebidas no alcohólicas;Índice;2009M09;84,278
01 Alimentos y bebidas no alcohólicas;Índice;2009M08;84,318
01 Alimentos y bebidas no alcohólicas;Índice;2009M07;84,18
01 Alimentos y bebidas no alcohólicas;Índice;2009M06;84,359
01 Alimentos y bebidas no alcohólicas;Índice;2009M05;84,705
01 Alimentos y bebidas no alcohólicas;Índice;2009M04;85,161
01 Alimentos y bebidas no alcohólicas;Índice;2009M03;85,438
01 Alimentos y bebidas no alcohólicas;Índice;2009M02;86,017
01 Alimentos y bebidas no alcohólicas;Índice;2009M01;86,414
01 Alimentos y bebidas no alcohólicas;Índice;2008M12;86,405
01 Alimentos y bebidas no alcohólicas;Índice;2008M11;86,268
01 Alimentos y bebidas no alcohólicas;Índice;2008M10;86,239
01 Alimentos y bebidas no alcohólicas;Índice;2008M09;86,341
01 Alimentos y bebidas no alcohólicas;Índice;2008M08;86,132
01 Alimentos y bebidas no alcohólicas;Índice;2008M07;86,01
01 Alimentos y bebidas no alcohólicas;Índice;2008M06;85,925
01 Alimentos y bebidas no alcohólicas;Índice;2008M05;85,371
01 Alimentos y bebidas no alcohólicas;Índice;2008M04;85,204
01 Alimentos y bebidas no alcohólicas;Índice;2008M03;84,932
01 Alimentos y bebidas no alcohólicas;Índice;2008M02;84,709
01 Alimentos y bebidas no alcohólicas;Índice;2008M01;84,83
01 Alimentos y bebidas no alcohólicas;Índice;2007M12;84,388
01 Alimentos y bebidas no alcohólicas;Índice;2007M11;83,672
01 Alimentos y bebidas no alcohólicas;Índice;2007M10;82,929
01 Alimentos y bebidas no alcohólicas;Índice;2007M09;81,349
01 Alimentos y bebidas no alcohólicas;Índice;2007M08;80,618
01 Alimentos y bebidas no alcohólicas;Índice;2007M07;80,361
01 Alimentos y bebidas no alcohólicas;Índice;2007M06;80,153
01 Alimentos y bebidas no alcohólicas;Índice;2007M05;80,008
01 Alimentos y bebidas no alcohólicas;Índice;2007M04;79,91
01 Alimentos y bebidas no alcohólicas;Índice;2007M03;79,456
01 Alimentos y bebidas no alcohólicas;Índice;2007M02;79,146
01 Alimentos y bebidas no alcohólicas;Índice;2007M01;79,275
01 Alimentos y bebidas no alcohólicas;Índice;2006M12;79,148
01 Alimentos y bebidas no alcohólicas;Índice;2006M11;78,73
01 Alimentos y bebidas no alcohólicas;Índice;2006M10;78,596
01 Alimentos y bebidas no alcohólicas;Índice;2006M09;78,642
01 Alimentos y bebidas no alcohólicas;Índice;2006M08;78,423
01 Alimentos y bebidas no alcohólicas;Índice;2006M07;78,298
01 Alimentos y bebidas no alcohólicas;Índice;2006M06;77,98
01 Alimentos y bebidas no alcohólicas;Índice;2006M05;77,565
01 Alimentos y bebidas no alcohólicas;Índice;2006M04;77,398
01 Alimentos y bebidas no alcohólicas;Índice;2006M03;77,25
01 Alimentos y bebidas no alcohólicas;Índice;2006M02;77,218
01 Alimentos y bebidas no alcohólicas;Índice;2006M01;77,434
01 Alimentos y bebidas no alcohólicas;Índice;2005M12;76,712
01 Alimentos y bebidas no alcohólicas;Índice;2005M11;75,749
01 Alimentos y bebidas no alcohólicas;Índice;2005M10;75,295
01 Alimentos y bebidas no alcohólicas;Índice;2005M09;75,159
01 Alimentos y bebidas no alcohólicas;Índice;2005M08;74,999
01 Alimentos y bebidas no alcohólicas;Índice;2005M07;74,724
01 Alimentos y bebidas no alcohólicas;Índice;2005M06;74,883
01 Alimentos y bebidas no alcohólicas;Índice;2005M05;74,877
01 Alimentos y bebidas no alcohólicas;Índice;2005M04;74,801
01 Alimentos y bebidas no alcohólicas;Índice;2005M03;74,316
01 Alimentos y bebidas no alcohólicas;Índice;2005M02;74,013
01 Alimentos y bebidas no alcohólicas;Índice;2005M01;74,154
01 Alimentos y bebidas no alcohólicas;Índice;2004M12;73,643
01 Alimentos y bebidas no alcohólicas;Índice;2004M11;73,441
01 Alimentos y bebidas no alcohólicas;Índice;2004M10;73,166
01 Alimentos y bebidas no alcohólicas;Índice;2004M09;73,144
01 Alimentos y bebidas no alcohólicas;Índice;2004M08;73,122
01 Alimentos y bebidas no alcohólicas;Índice;2004M07;72,912
01 Alimentos y bebidas no alcohólicas;Índice;2004M06;72,592
01 Alimentos y bebidas no alcohólicas;Índice;2004M05;72,582
01 Alimentos y bebidas no alcohólicas;Índice;2004M04;72,258
01 Alimentos y bebidas no alcohólicas;Índice;2004M03;71,906
01 Alimentos y bebidas no alcohólicas;Índice;2004M02;71,545
01 Alimentos y bebidas no alcohólicas;Índice;2004M01;71,827
01 Alimentos y bebidas no alcohólicas;Índice;2003M12;71,467
01 Alimentos y bebidas no alcohólicas;Índice;2003M11;71,162
01 Alimentos y bebidas no alcohólicas;Índice;2003M10;71,06
01 Alimentos y bebidas no alcohólicas;Índice;2003M09;71,018
01 Alimentos y bebidas no alcohólicas;Índice;2003M08;70,404
01 Alimentos y bebidas no alcohólicas;Índice;2003M07;69,801
01 Alimentos y bebidas no alcohólicas;Índice;2003M06;69,412
01 Alimentos y bebidas no alcohólicas;Índice;2003M05;69,292
01 Alimentos y bebidas no alcohólicas;Índice;2003M04;69,1
01 Alimentos y bebidas no alcohólicas;Índice;2003M03;69,071
01 Alimentos y bebidas no alcohólicas;Índice;2003M02;68,826
01 Alimentos y bebidas no alcohólicas;Índice;2003M01;69,057
01 Alimentos y bebidas no alcohólicas;Índice;2002M12;68,682
01 Alimentos y bebidas no alcohólicas;Índice;2002M11;68,252
01 Alimentos y bebidas no alcohólicas;Índice;2002M10;68,153
01 Alimentos y bebidas no alcohólicas;Índice;2002M09;68,028
01 Alimentos y bebidas no alcohólicas;Índice;2002M08;67,672
01 Alimentos y bebidas no alcohólicas;Índice;2002M07;67,354
01 Alimentos y bebidas no alcohólicas;Índice;2002M06;67,075
01 Alimentos y bebidas no alcohólicas;Índice;2002M05;66,902
01 Alimentos y bebidas no alcohólicas;Índice;2002M04;66,614
01 Alimentos y bebidas no alcohólicas;Índice;2002M03;66,185
01 Alimentos y bebidas no alcohólicas;Índice;2002M02;65,836
01 Alimentos y bebidas no alcohólicas;Índice;2002M01;65,859
01 Alimentos y bebidas no alcohólicas;Variación mensual;2023M02;""
01 Alimentos y bebidas no alcohólicas;Variación mensual;2023M01;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M12;1,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M11;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M10;2,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M09;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M08;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M07;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M06;1,8
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M05;1,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M04;3,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M03;1,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M02;0,8
01 Alimentos y bebidas no alcohólicas;Variación mensual;2022M01;0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M12;1,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M11;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M10;1,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M09;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M08;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M07;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M06;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M05;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M04;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M03;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M02;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2021M01;0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M12;-0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M11;-0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M10;1,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M09;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M08;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M07;-0,8
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M06;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M05;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M04;1,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M03;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M02;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2020M01;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M12;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M11;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M10;1,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M09;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M08;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M07;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M06;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M05;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M04;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M03;-0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M02;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2019M01;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M12;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M11;-0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M10;1,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M09;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M08;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M07;-0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M06;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M05;0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M04;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M03;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M02;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2018M01;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M12;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M11;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M10;1,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M09;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M08;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M07;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M06;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M05;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M04;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M03;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M02;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2017M01;0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M12;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M11;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M10;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M09;-0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M08;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M07;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M06;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M05;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M04;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M03;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M02;-0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2016M01;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M12;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M11;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M10;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M09;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M08;0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M07;-0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M06;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M05;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M04;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M03;-0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M02;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2015M01;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M12;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M11;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M10;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M09;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M08;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M07;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M06;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M05;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M04;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M03;-0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M02;-0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2014M01;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M12;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M11;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M10;-0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M09;-1,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M08;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M07;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M06;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M05;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M04;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M03;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M02;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2013M01;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M12;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M11;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M10;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M09;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M08;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M07;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M06;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M05;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M04;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M03;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M02;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2012M01;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M12;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M11;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M10;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M09;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M08;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M07;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M06;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M05;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M04;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M03;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M02;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2011M01;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M12;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M11;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M10;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M09;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M08;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M07;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M06;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M05;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M04;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M03;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M02;-0,8
01 Alimentos y bebidas no alcohólicas;Variación mensual;2010M01;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M12;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M11;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M10;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M09;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M08;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M07;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M06;-0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M05;-0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M04;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M03;-0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M02;-0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2009M01;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M12;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M11;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M10;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M09;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M08;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M07;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M06;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M05;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M04;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M03;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M02;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2008M01;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M12;0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M11;0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M10;1,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M09;0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M08;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M07;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M06;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M05;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M04;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M03;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M02;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2007M01;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M12;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M11;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M10;-0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M09;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M08;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M07;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M06;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M05;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M04;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M03;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M02;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2006M01;0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M12;1,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M11;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M10;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M09;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M08;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M07;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M06;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M05;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M04;0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M03;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M02;-0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2005M01;0,7
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M12;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M11;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M10;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M09;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M08;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M07;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M06;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M05;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M04;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M03;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M02;-0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2004M01;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M12;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M11;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M10;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M09;0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M08;0,9
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M07;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M06;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M05;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M04;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M03;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M02;-0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2003M01;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M12;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M11;0,1
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M10;0,2
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M09;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M08;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M07;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M06;0,3
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M05;0,4
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M04;0,6
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M03;0,5
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M02;0
01 Alimentos y bebidas no alcohólicas;Variación mensual;2002M01;0,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2023M02;""
01 Alimentos y bebidas no alcohólicas;Variación anual;2023M01;15,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M12;15,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M11;15,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M10;15,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M09;14,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M08;13,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M07;13,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M06;12,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M05;11
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M04;10,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M03;6,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M02;5,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2022M01;4,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M12;5
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M11;3,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M10;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M09;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M08;1,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M07;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M06;1,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M05;0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M04;0,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M03;1,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M02;1,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2021M01;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M12;1,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M11;1,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M10;2,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M09;2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M08;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M07;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M06;2,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M05;3,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M04;4
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M03;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M02;2
01 Alimentos y bebidas no alcohólicas;Variación anual;2020M01;2
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M12;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M11;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M10;1,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M09;0,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M08;1
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M07;0,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M06;0,5
